User,Jitter
18,0.322556
19,0.0
20,0.0
1,0.299836
2,0.00548962
3,0.133112
4,0.427458
5,0.28176
6,0.281248
7,0.278639
8,0.0416289
9,0.237065
10,4.464e-06
11,0.297614
12,0.019922
13,0.249583
14,0.114344
15,0.153265
16,0.102112
17,0.0966377
18,0.0392251
19,0.32993
20,0.0
1,0.299868
2,0.299868
3,0.0
4,0.0
5,0.206937
6,0.0202308
7,0.226654
8,0.266709
9,0.0222969
10,0.288992
11,0.286273
12,0.28623
13,0.280766
14,0.0148866
15,0.009488
16,0.00756312
17,0.0311582
18,0.299534
19,0.0
20,0.0
1,0.199716
2,0.148077
3,0.347793
4,0.307391
5,0.254277
6,0.0279541
7,0.00240464
8,0.27935
9,0.277432
10,0.0414736
11,0.0195237
12,0.0490948
13,0.250263
14,0.201154
15,0.0896836
16,0.0916411
17,0.100876
18,0.300574
19,0.0
20,0.0
1,0.137436
2,0.137436
3,0.0
4,0.251621
5,1.18e-07
6,0.000426893
7,0.251682
8,4.464e-06
9,0.00474328
10,0.00490026
11,0.0317505
12,0.0251879
13,0.267979
14,0.265296
15,0.0340369
16,0.00648493
17,0.00960168
18,0.283588
19,0.0
20,0.0
